,Date_started,Casual,Member,Member_Casual_count,Temporada,Dia_semana,Dia_laboral,Feriado_WDC,Year,Month,Day,Temperatura mínima diaria,Temperatura máxima diaria,Velocidad del viento máxima constante,Precipitaciones totales diarias,Presión,Descripción
1379,2024-01-10,2648,7916,10564,1,3,1,0,2024,1,10,11.0,14.0,32.0,56.79999923706055,986.5999755859376,1.0
1380,2024-01-11,2886,8238,11124,1,4,1,0,2024,1,11,4.0,7.0,21.0,0.0,1009.5999755859376,0.0
1381,2024-01-12,2588,6969,9557,1,5,1,0,2024,1,12,3.0,8.0,9.0,0.0,1017.9000244140624,0.0
1382,2024-01-13,3446,6070,9516,1,6,0,0,2024,1,13,9.0,12.0,22.0,8.300000190734863,998.5,1.0
1383,2024-01-14,2130,4643,6773,1,7,0,0,2024,1,14,0.0,4.0,20.78046875,1.0,1011.5999755859376,0.0
1384,2024-01-15,624,2413,3037,1,1,0,1,2024,1,15,-3.0,1.0,26.0,0.0,1022.2999877929688,4.0
1385,2024-01-16,541,2245,2786,1,2,1,0,2024,1,16,-2.0,-1.0,15.0,7.800000190734863,1019.5,4.0
1386,2024-01-17,976,4116,5092,1,3,1,0,2024,1,17,-8.0,-4.0,26.0,1.0,1016.7000122070312,0.0
1387,2024-01-18,1497,5444,6941,1,4,1,0,2024,1,18,-4.0,-3.0,15.0,0.0,1022.5,0.0
1388,2024-01-19,532,2046,2578,1,5,1,0,2024,1,19,1.0,2.0,13.0,0.0,1015.0999755859376,4.0
1389,2024-01-20,883,2915,3798,1,6,0,0,2024,1,20,-3.0,0.0,24.0,7.099999904632568,1016.5,4.0
1390,2024-01-21,945,3226,4171,1,7,0,0,2024,1,21,-6.0,-5.0,22.0,0.0,1026.5999755859375,0.0
1391,2024-01-22,1332,5361,6693,1,1,1,0,2024,1,22,-5.0,-1.0,16.0,0.0,1036.4000244140625,0.0
1392,2024-01-23,1845,7213,9058,1,2,1,0,2024,1,23,-1.0,1.0,8.0,0.0,1033.0999755859375,0.0
1393,2024-01-24,2409,8076,10485,1,3,1,0,2024,1,24,3.0,5.0,11.0,0.0,1032.300048828125,0.0
1394,2024-01-25,2195,7428,9623,1,4,1,0,2024,1,25,8.0,9.0,9.0,0.0,1023.5,1.0
1395,2024-01-26,4471,9526,13997,1,5,1,0,2024,1,26,14.0,17.0,21.0,2.5,1017.559125735986,0.0
1396,2024-01-27,4737,7821,12558,1,6,0,0,2024,1,27,12.0,18.0,13.0,1.2000000476837158,1018.2999877929688,0.0
1397,2024-01-28,1871,4557,6428,1,7,0,0,2024,1,28,6.0,11.0,24.0,5.300000190734863,1018.0,1.0
1398,2024-01-29,1941,7689,9630,1,1,1,0,2024,1,29,6.0,7.0,29.0,32.0,1006.9000244140624,1.0
1399,2024-01-30,2153,8340,10493,1,2,1,0,2024,1,30,5.0,6.0,20.78046875,0.0,1020.2000122070312,0.0
1400,2024-01-31,2243,8334,10577,1,3,1,0,2024,1,31,4.0,4.0,15.0,0.0,1019.5,0.0
